"","circuit_name","year","duration","pit_stop_milliseconds","driver_name"
"1","Abu Dhabi Grand Prix",2011,"20.882",20882,"Bruno Senna"
"2","Abu Dhabi Grand Prix",2011,"24.654",24654,"Sergio Pérez"
"3","Abu Dhabi Grand Prix",2011,"19.833",19833,"Kamui Kobayashi"
"4","Abu Dhabi Grand Prix",2011,"20.471",20471,"Felipe Massa"
"5","Abu Dhabi Grand Prix",2011,"43.574",43574,"Jaime Alguersuari"
"6","Abu Dhabi Grand Prix",2011,"19.439",19439,"Lewis Hamilton"
"7","Abu Dhabi Grand Prix",2011,"20.211",20211,"Fernando Alonso"
"8","Abu Dhabi Grand Prix",2011,"20.908",20908,"Jenson Button"
"9","Abu Dhabi Grand Prix",2011,"20.356",20356,"Adrian Sutil"
"10","Abu Dhabi Grand Prix",2011,"19.660",19660,"Michael Schumacher"
"11","Abu Dhabi Grand Prix",2011,"21.146",21146,"Heikki Kovalainen"
"12","Abu Dhabi Grand Prix",2011,"25.182",25182,"Mark Webber"
"13","Abu Dhabi Grand Prix",2011,"19.785",19785,"Nico Rosberg"
"14","Abu Dhabi Grand Prix",2011,"20.824",20824,"Jarno Trulli"
"15","Abu Dhabi Grand Prix",2011,"20.738",20738,"Vitaly Petrov"
"16","Abu Dhabi Grand Prix",2011,"24.219",24219,"Rubens Barrichello"
"17","Abu Dhabi Grand Prix",2011,"21.693",21693,"Daniel Ricciardo"
"18","Abu Dhabi Grand Prix",2011,"20.330",20330,"Bruno Senna"
"19","Abu Dhabi Grand Prix",2011,"21.247",21247,"Vitantonio Liuzzi"
"20","Abu Dhabi Grand Prix",2011,"20.201",20201,"Pastor Maldonado"
"21","Abu Dhabi Grand Prix",2011,"21.792",21792,"Timo Glock"
"22","Abu Dhabi Grand Prix",2011,"20.216",20216,"Paul di Resta"
"23","Abu Dhabi Grand Prix",2011,"19.979",19979,"Sergio Pérez"
"24","Abu Dhabi Grand Prix",2011,"12.897",12897,"Pastor Maldonado"
"25","Abu Dhabi Grand Prix",2011,"23.108",23108,"Kamui Kobayashi"
"26","Abu Dhabi Grand Prix",2011,"20.534",20534,"Rubens Barrichello"
"27","Abu Dhabi Grand Prix",2011,"20.000",20000,"Mark Webber"
"28","Abu Dhabi Grand Prix",2011,"21.363",21363,"Jaime Alguersuari"
"29","Abu Dhabi Grand Prix",2011,"20.301",20301,"Jenson Button"
"30","Abu Dhabi Grand Prix",2011,"20.614",20614,"Adrian Sutil"
"31","Abu Dhabi Grand Prix",2011,"12.959",12959,"Bruno Senna"
"32","Abu Dhabi Grand Prix",2011,"19.968",19968,"Vitaly Petrov"
"33","Abu Dhabi Grand Prix",2011,"19.350",19350,"Lewis Hamilton"
"34","Abu Dhabi Grand Prix",2011,"20.652",20652,"Heikki Kovalainen"
"35","Abu Dhabi Grand Prix",2011,"20.035",20035,"Felipe Massa"
"36","Abu Dhabi Grand Prix",2011,"20.638",20638,"Michael Schumacher"
"37","Abu Dhabi Grand Prix",2011,"23.192",23192,"Daniel Ricciardo"
"38","Abu Dhabi Grand Prix",2011,"21.314",21314,"Fernando Alonso"
"39","Abu Dhabi Grand Prix",2011,"20.791",20791,"Jarno Trulli"
"40","Abu Dhabi Grand Prix",2011,"20.561",20561,"Timo Glock"
"41","Abu Dhabi Grand Prix",2011,"19.907",19907,"Nico Rosberg"
"42","Abu Dhabi Grand Prix",2011,"19.525",19525,"Mark Webber"
"43","Australian Grand Prix",2011,"26.898",26898,"Jaime Alguersuari"
"44","Australian Grand Prix",2011,"25.021",25021,"Michael Schumacher"
"45","Australian Grand Prix",2011,"23.426",23426,"Mark Webber"
"46","Australian Grand Prix",2011,"23.251",23251,"Fernando Alonso"
"47","Australian Grand Prix",2011,"23.842",23842,"Felipe Massa"
"48","Australian Grand Prix",2011,"23.643",23643,"Rubens Barrichello"
"49","Australian Grand Prix",2011,"22.603",22603,"Sebastian Vettel"
"50","Australian Grand Prix",2011,"24.863",24863,"Paul di Resta"
"51","Australian Grand Prix",2011,"25.259",25259,"Jérôme d'Ambrosio"
"52","Australian Grand Prix",2011,"25.342",25342,"Sébastien Buemi"
"53","Australian Grand Prix",2011,"22.994",22994,"Nick Heidfeld"
"54","Australian Grand Prix",2011,"23.227",23227,"Lewis Hamilton"
"55","Australian Grand Prix",2011,"24.535",24535,"Vitaly Petrov"
"56","Australian Grand Prix",2011,"23.716",23716,"Nico Rosberg"
"57","Australian Grand Prix",2011,"24.064",24064,"Kamui Kobayashi"
"58","Australian Grand Prix",2011,"25.978",25978,"Adrian Sutil"
"59","Australian Grand Prix",2011,"24.899",24899,"Jarno Trulli"
"60","Australian Grand Prix",2011,"16.867",16867,"Jenson Button"
"61","Australian Grand Prix",2011,"24.463",24463,"Jaime Alguersuari"
"62","Australian Grand Prix",2011,"24.865",24865,"Heikki Kovalainen"
"63","Australian Grand Prix",2011,"23.988",23988,"Michael Schumacher"
"64","Australian Grand Prix",2011,"23.792",23792,"Timo Glock"
"65","Australian Grand Prix",2011,"23.303",23303,"Jenson Button"
"66","Australian Grand Prix",2011,"23.438",23438,"Sergio Pérez"
"67","Australian Grand Prix",2011,"37.856",37856,"Rubens Barrichello"
"68","Australian Grand Prix",2011,"22.520",22520,"Mark Webber"
"69","Australian Grand Prix",2011,"24.733",24733,"Fernando Alonso"
"70","Australian Grand Prix",2011,"16.892",16892,"Rubens Barrichello"
"71","Australian Grand Prix",2011,"23.100",23100,"Sébastien Buemi"
"72","Australian Grand Prix",2011,"25.098",25098,"Nick Heidfeld"
"73","Australian Grand Prix",2011,"24.500",24500,"Felipe Massa"
"74","Australian Grand Prix",2011,"24.192",24192,"Kamui Kobayashi"
"75","Australian Grand Prix",2011,"24.036",24036,"Sebastian Vettel"
"76","Australian Grand Prix",2011,"23.199",23199,"Lewis Hamilton"
"77","Australian Grand Prix",2011,"26.348",26348,"Jaime Alguersuari"
"78","Australian Grand Prix",2011,"25.683",25683,"Vitaly Petrov"
"79","Australian Grand Prix",2011,"24.332",24332,"Paul di Resta"
"80","Australian Grand Prix",2011,"22.681",22681,"Jenson Button"
"81","Australian Grand Prix",2011,"23.871",23871,"Adrian Sutil"
"82","Australian Grand Prix",2011,"24.848",24848,"Jarno Trulli"
"83","Australian Grand Prix",2011,"26.446",26446,"Jérôme d'Ambrosio"
"84","Australian Grand Prix",2011,"26.230",26230,"Mark Webber"
"85","Australian Grand Prix",2011,"26.309",26309,"Rubens Barrichello"
"86","Australian Grand Prix",2011,"24.181",24181,"Fernando Alonso"
"87","Australian Grand Prix",2011,"24.095",24095,"Felipe Massa"
"88","Belgian Grand Prix",2011,"35.092",35092,"Timo Glock"
"89","Belgian Grand Prix",2011,"30.795",30795,"Bruno Senna"
"90","Belgian Grand Prix",2011,"28.539",28539,"Heikki Kovalainen"
"91","Belgian Grand Prix",2011,"21.015",21015,"Mark Webber"
"92","Belgian Grand Prix",2011,"26.046",26046,"Jenson Button"
"93","Belgian Grand Prix",2011,"20.153",20153,"Michael Schumacher"
"94","Belgian Grand Prix",2011,"20.898",20898,"Sebastian Vettel"
"95","Belgian Grand Prix",2011,"26.092",26092,"Sergio Pérez"
"96","Belgian Grand Prix",2011,"13.914",13914,"Timo Glock"
"97","Belgian Grand Prix",2011,"20.994",20994,"Fernando Alonso"
"98","Belgian Grand Prix",2011,"13.968",13968,"Bruno Senna"
"99","Belgian Grand Prix",2011,"22.267",22267,"Felipe Massa"
"100","Belgian Grand Prix",2011,"21.895",21895,"Lewis Hamilton"
"101","Belgian Grand Prix",2011,"23.090",23090,"Nico Rosberg"
"102","Belgian Grand Prix",2011,"21.766",21766,"Vitantonio Liuzzi"
"103","Belgian Grand Prix",2011,"21.395",21395,"Vitaly Petrov"
"104","Belgian Grand Prix",2011,"21.421",21421,"Pastor Maldonado"
"105","Belgian Grand Prix",2011,"21.411",21411,"Sebastian Vettel"
"106","Belgian Grand Prix",2011,"22.773",22773,"Adrian Sutil"
"107","Belgian Grand Prix",2011,"21.818",21818,"Rubens Barrichello"
"108","Belgian Grand Prix",2011,"20.226",20226,"Michael Schumacher"
"109","Belgian Grand Prix",2011,"21.756",21756,"Jenson Button"
"110","Belgian Grand Prix",2011,"23.780",23780,"Daniel Ricciardo"
"111","Belgian Grand Prix",2011,"22.159",22159,"Jarno Trulli"
"112","Belgian Grand Prix",2011,"22.939",22939,"Jérôme d'Ambrosio"
"113","Belgian Grand Prix",2011,"22.009",22009,"Heikki Kovalainen"
"114","Belgian Grand Prix",2011,"24.161",24161,"Kamui Kobayashi"
"115","Belgian Grand Prix",2011,"21.334",21334,"Paul di Resta"
"116","Belgian Grand Prix",2011,"24.204",24204,"Timo Glock"
"117","Belgian Grand Prix",2011,"20.756",20756,"Bruno Senna"
"118","Belgian Grand Prix",2011,"14.089",14089,"Sergio Pérez"
"119","Belgian Grand Prix",2011,"23.883",23883,"Sergio Pérez"
"120","Belgian Grand Prix",2011,"30.959",30959,"Vitantonio Liuzzi"
"121","Belgian Grand Prix",2011,"21.243",21243,"Fernando Alonso"
"122","Belgian Grand Prix",2011,"22.303",22303,"Pastor Maldonado"
"123","Belgian Grand Prix",2011,"21.269",21269,"Kamui Kobayashi"
"124","Belgian Grand Prix",2011,"20.786",20786,"Sebastian Vettel"
"125","Belgian Grand Prix",2011,"21.171",21171,"Nico Rosberg"
"126","Belgian Grand Prix",2011,"21.856",21856,"Felipe Massa"
"127","Belgian Grand Prix",2011,"21.979",21979,"Vitaly Petrov"
"128","Belgian Grand Prix",2011,"21.350",21350,"Paul di Resta"
"129","Belgian Grand Prix",2011,"20.947",20947,"Mark Webber"
"130","Belgian Grand Prix",2011,"20.983",20983,"Adrian Sutil"
"131","Belgian Grand Prix",2011,"21.319",21319,"Michael Schumacher"
"132","Belgian Grand Prix",2011,"21.478",21478,"Rubens Barrichello"
"133","Belgian Grand Prix",2011,"21.484",21484,"Jarno Trulli"
"134","Belgian Grand Prix",2011,"21.640",21640,"Jenson Button"
"135","Belgian Grand Prix",2011,"21.485",21485,"Felipe Massa"
"136","Belgian Grand Prix",2011,"22.306",22306,"Heikki Kovalainen"
"137","Belgian Grand Prix",2011,"21.721",21721,"Timo Glock"
"138","Belgian Grand Prix",2011,"22.114",22114,"Jérôme d'Ambrosio"
"139","Belgian Grand Prix",2011,"47.753",47753,"Rubens Barrichello"
"140","Brazilian Grand Prix",2011,"25.481",25481,"Michael Schumacher"
"141","Brazilian Grand Prix",2011,"21.900",21900,"Bruno Senna"
"142","Brazilian Grand Prix",2011,"21.169",21169,"Vitaly Petrov"
"143","Brazilian Grand Prix",2011,"21.097",21097,"Adrian Sutil"
"144","Brazilian Grand Prix",2011,"22.005",22005,"Jenson Button"
"145","Brazilian Grand Prix",2011,"20.773",20773,"Fernando Alonso"
"146","Brazilian Grand Prix",2011,"21.099",21099,"Lewis Hamilton"
"147","Brazilian Grand Prix",2011,"20.773",20773,"Nico Rosberg"
"148","Brazilian Grand Prix",2011,"21.537",21537,"Rubens Barrichello"
"149","Brazilian Grand Prix",2011,"20.927",20927,"Sebastian Vettel"
"150","Brazilian Grand Prix",2011,"20.745",20745,"Paul di Resta"
"151","Brazilian Grand Prix",2011,"21.561",21561,"Pastor Maldonado"
"152","Brazilian Grand Prix",2011,"22.854",22854,"Heikki Kovalainen"
"153","Brazilian Grand Prix",2011,"20.755",20755,"Mark Webber"
"154","Brazilian Grand Prix",2011,"14.029",14029,"Bruno Senna"
"155","Brazilian Grand Prix",2011,"22.417",22417,"Sébastien Buemi"
"156","Brazilian Grand Prix",2011,"22.221",22221,"Sergio Pérez"
"157","Brazilian Grand Prix",2011,"21.859",21859,"Jérôme d'Ambrosio"
"158","Brazilian Grand Prix",2011,"23.473",23473,"Daniel Ricciardo"
"159","Brazilian Grand Prix",2011,"21.696",21696,"Felipe Massa"
"160","Brazilian Grand Prix",2011,"25.117",25117,"Kamui Kobayashi"
"161","Brazilian Grand Prix",2011,"22.773",22773,"Jaime Alguersuari"
"162","Brazilian Grand Prix",2011,"22.666",22666,"Vitantonio Liuzzi"
"163","Brazilian Grand Prix",2011,"22.452",22452,"Timo Glock"
"164","Brazilian Grand Prix",2011,"22.616",22616,"Jarno Trulli"
"165","Brazilian Grand Prix",2011,"23.289",23289,"Bruno Senna"
"166","Brazilian Grand Prix",2011,"23.102",23102,"Vitaly Petrov"
"167","Brazilian Grand Prix",2011,"21.038",21038,"Jenson Button"
"168","Brazilian Grand Prix",2011,"20.900",20900,"Adrian Sutil"
"169","Brazilian Grand Prix",2011,"22.013",22013,"Heikki Kovalainen"
"170","Brazilian Grand Prix",2011,"20.396",20396,"Lewis Hamilton"
"171","Brazilian Grand Prix",2011,"20.782",20782,"Michael Schumacher"
"172","Brazilian Grand Prix",2011,"22.590",22590,"Rubens Barrichello"
"173","Brazilian Grand Prix",2011,"20.664",20664,"Fernando Alonso"
"174","Brazilian Grand Prix",2011,"20.990",20990,"Mark Webber"
"175","Brazilian Grand Prix",2011,"20.652",20652,"Sebastian Vettel"
"176","Brazilian Grand Prix",2011,"21.767",21767,"Paul di Resta"
"177","Brazilian Grand Prix",2011,"20.658",20658,"Nico Rosberg"
"178","Brazilian Grand Prix",2011,"22.461",22461,"Sébastien Buemi"
"179","Brazilian Grand Prix",2011,"23.542",23542,"Jérôme d'Ambrosio"
"180","Brazilian Grand Prix",2011,"22.904",22904,"Daniel Ricciardo"
"181","Brazilian Grand Prix",2011,"21.555",21555,"Jarno Trulli"
"182","Brazilian Grand Prix",2011,"21.231",21231,"Kamui Kobayashi"
"183","Brazilian Grand Prix",2011,"20.681",20681,"Lewis Hamilton"
"184","Brazilian Grand Prix",2011,"21.337",21337,"Sergio Pérez"
"185","Brazilian Grand Prix",2011,"21.053",21053,"Felipe Massa"
"186","Brazilian Grand Prix",2011,"21.138",21138,"Adrian Sutil"
"187","Brazilian Grand Prix",2011,"21.781",21781,"Vitaly Petrov"
"188","Brazilian Grand Prix",2011,"22.996",22996,"Vitantonio Liuzzi"
"189","Brazilian Grand Prix",2011,"21.855",21855,"Jaime Alguersuari"
"190","Brazilian Grand Prix",2011,"22.128",22128,"Bruno Senna"
"191","Brazilian Grand Prix",2011,"21.478",21478,"Heikki Kovalainen"
"192","Brazilian Grand Prix",2011,"21.583",21583,"Jenson Button"
"193","Brazilian Grand Prix",2011,"21.373",21373,"Michael Schumacher"
"194","Brazilian Grand Prix",2011,"20.752",20752,"Fernando Alonso"
"195","Brazilian Grand Prix",2011,"21.638",21638,"Rubens Barrichello"
"196","Brazilian Grand Prix",2011,"20.781",20781,"Mark Webber"
"197","Brazilian Grand Prix",2011,"22.094",22094,"Sebastian Vettel"
"198","British Grand Prix",2011,"30.242",30242,"Michael Schumacher"
"199","British Grand Prix",2011,"24.716",24716,"Nick Heidfeld"
"200","British Grand Prix",2011,"25.070",25070,"Jenson Button"
"201","British Grand Prix",2011,"25.737",25737,"Adrian Sutil"
"202","British Grand Prix",2011,"28.448",28448,"Kamui Kobayashi"
"203","British Grand Prix",2011,"26.238",26238,"Pastor Maldonado"
"204","British Grand Prix",2011,"26.279",26279,"Sébastien Buemi"
"205","British Grand Prix",2011,"24.880",24880,"Vitaly Petrov"
"206","British Grand Prix",2011,"25.860",25860,"Rubens Barrichello"
"207","British Grand Prix",2011,"25.416",25416,"Timo Glock"
"208","British Grand Prix",2011,"26.643",26643,"Vitantonio Liuzzi"
"209","British Grand Prix",2011,"28.742",28742,"Jérôme d'Ambrosio"
"210","British Grand Prix",2011,"23.973",23973,"Mark Webber"
"211","British Grand Prix",2011,"26.566",26566,"Fernando Alonso"
"212","British Grand Prix",2011,"25.100",25100,"Lewis Hamilton"
"213","British Grand Prix",2011,"26.612",26612,"Paul di Resta"
"214","British Grand Prix",2011,"24.722",24722,"Nico Rosberg"
"215","British Grand Prix",2011,"25.386",25386,"Sergio Pérez"
"216","British Grand Prix",2011,"24.719",24719,"Jaime Alguersuari"
"217","British Grand Prix",2011,"25.872",25872,"Daniel Ricciardo"
"218","British Grand Prix",2011,"24.818",24818,"Sebastian Vettel"
"219","British Grand Prix",2011,"24.159",24159,"Felipe Massa"
"220","British Grand Prix",2011,"31.751",31751,"Michael Schumacher"
"221","British Grand Prix",2011,"31.551",31551,"Kamui Kobayashi"
"222","British Grand Prix",2011,"24.065",24065,"Lewis Hamilton"
"223","British Grand Prix",2011,"45.291",45291,"Paul di Resta"
"224","British Grand Prix",2011,"24.272",24272,"Pastor Maldonado"
"225","British Grand Prix",2011,"24.077",24077,"Adrian Sutil"
"226","British Grand Prix",2011,"24.620",24620,"Sébastien Buemi"
"227","British Grand Prix",2011,"25.490",25490,"Mark Webber"
"228","British Grand Prix",2011,"24.287",24287,"Jenson Button"
"229","British Grand Prix",2011,"23.929",23929,"Felipe Massa"
"230","British Grand Prix",2011,"31.471",31471,"Paul di Resta"
"231","British Grand Prix",2011,"31.558",31558,"Sebastian Vettel"
"232","British Grand Prix",2011,"23.974",23974,"Fernando Alonso"
"233","British Grand Prix",2011,"25.428",25428,"Jérôme d'Ambrosio"
"234","British Grand Prix",2011,"26.942",26942,"Daniel Ricciardo"
"235","British Grand Prix",2011,"24.399",24399,"Nico Rosberg"
"236","British Grand Prix",2011,"24.434",24434,"Nick Heidfeld"
"237","British Grand Prix",2011,"24.959",24959,"Timo Glock"
"238","British Grand Prix",2011,"24.095",24095,"Jaime Alguersuari"
"239","British Grand Prix",2011,"24.651",24651,"Michael Schumacher"
"240","British Grand Prix",2011,"23.955",23955,"Rubens Barrichello"
"241","British Grand Prix",2011,"25.619",25619,"Sergio Pérez"
"242","British Grand Prix",2011,"25.505",25505,"Vitantonio Liuzzi"
"243","British Grand Prix",2011,"23.869",23869,"Pastor Maldonado"
"244","British Grand Prix",2011,"23.137",23137,"Sebastian Vettel"
"245","British Grand Prix",2011,"23.340",23340,"Lewis Hamilton"
"246","British Grand Prix",2011,"23.785",23785,"Mark Webber"
"247","British Grand Prix",2011,"24.172",24172,"Vitaly Petrov"
"248","British Grand Prix",2011,"23.474",23474,"Fernando Alonso"
"249","British Grand Prix",2011,"23.292",23292,"Jenson Button"
"250","British Grand Prix",2011,"27.240",27240,"Adrian Sutil"
"251","British Grand Prix",2011,"23.238",23238,"Felipe Massa"
"252","Canadian Grand Prix",2011,"23.650",23650,"Jenson Button"
"253","Canadian Grand Prix",2011,"27.202",27202,"Vitantonio Liuzzi"
"254","Canadian Grand Prix",2011,"14.501",14501,"Jenson Button"
"255","Canadian Grand Prix",2011,"23.305",23305,"Rubens Barrichello"
"256","Canadian Grand Prix",2011,"24.052",24052,"Adrian Sutil"
"257","Canadian Grand Prix",2011,"23.893",23893,"Fernando Alonso"
"258","Canadian Grand Prix",2011,"23.105",23105,"Nico Rosberg"
"259","Canadian Grand Prix",2011,"23.571",23571,"Pastor Maldonado"
"260","Canadian Grand Prix",2011,"23.949",23949,"Sébastien Buemi"
"261","Canadian Grand Prix",2011,"24.143",24143,"Jérôme d'Ambrosio"
"262","Canadian Grand Prix",2011,"24.472",24472,"Michael Schumacher"
"263","Canadian Grand Prix",2011,"26.348",26348,"Fernando Alonso"
"264","Canadian Grand Prix",2011,"23.868",23868,"Jenson Button"
"265","Canadian Grand Prix",2011,"22.986",22986,"Nico Rosberg"
"266","Canadian Grand Prix",2011,"26.045",26045,"Jaime Alguersuari"
"267","Canadian Grand Prix",2011,"25.066",25066,"Rubens Barrichello"
"268","Canadian Grand Prix",2011,"44.037",44037,"Heikki Kovalainen"
"269","Canadian Grand Prix",2011,"51.684",51684,"Jarno Trulli"
"270","Canadian Grand Prix",2011,"24.943",24943,"Pastor Maldonado"
"271","Canadian Grand Prix",2011,"23.872",23872,"Sebastian Vettel"
"272","Canadian Grand Prix",2011,"29.546",29546,"Mark Webber"
"273","Canadian Grand Prix",2011,"24.649",24649,"Sébastien Buemi"
"274","Canadian Grand Prix",2011,"24.886",24886,"Felipe Massa"
"275","Canadian Grand Prix",2011,"24.196",24196,"Michael Schumacher"
"276","Canadian Grand Prix",2011,"30.497",30497,"Jérôme d'Ambrosio"
"277","Canadian Grand Prix",2011,"24.655",24655,"Jérôme d'Ambrosio"
"278","Canadian Grand Prix",2011,"22.832",22832,"Michael Schumacher"
"279","Canadian Grand Prix",2011,"22.923",22923,"Adrian Sutil"
"280","Canadian Grand Prix",2011,"24.425",24425,"Timo Glock"
"281","Canadian Grand Prix",2011,"24.684",24684,"Rubens Barrichello"
"282","Canadian Grand Prix",2011,"23.970",23970,"Sébastien Buemi"
"283","Canadian Grand Prix",2011,"23.113",23113,"Nick Heidfeld"
"284","Canadian Grand Prix",2011,"22.479",22479,"Paul di Resta"
"285","Canadian Grand Prix",2011,"23.589",23589,"Jenson Button"
"286","Canadian Grand Prix",2011,"30.288",30288,"Pedro de la Rosa"
"287","Canadian Grand Prix",2011,"24.863",24863,"Jaime Alguersuari"
"288","Canadian Grand Prix",2011,"23.593",23593,"Pastor Maldonado"
"289","Canadian Grand Prix",2011,"34.897",34897,"Vitantonio Liuzzi"
"290","Canadian Grand Prix",2011,"23.687",23687,"Kamui Kobayashi"
"291","Canadian Grand Prix",2011,"22.742",22742,"Felipe Massa"
"292","Canadian Grand Prix",2011,"23.816",23816,"Vitaly Petrov"
"293","Canadian Grand Prix",2011,"22.402",22402,"Mark Webber"
"294","Canadian Grand Prix",2011,"26.129",26129,"Fernando Alonso"
"295","Canadian Grand Prix",2011,"22.735",22735,"Nico Rosberg"
"296","Canadian Grand Prix",2011,"23.332",23332,"Jarno Trulli"
"297","Canadian Grand Prix",2011,"14.538",14538,"Jérôme d'Ambrosio"
"298","Canadian Grand Prix",2011,"22.958",22958,"Sebastian Vettel"
"299","Canadian Grand Prix",2011,"29.115",29115,"Narain Karthikeyan"
"300","Canadian Grand Prix",2011,"31.718",31718,"Jenson Button"
"301","Canadian Grand Prix",2011,"28.630",28630,"Paul di Resta"
"302","Canadian Grand Prix",2011,"14.565",14565,"Adrian Sutil"
"303","Canadian Grand Prix",2011,"32.449",32449,"Adrian Sutil"
"304","Canadian Grand Prix",2011,"22.770",22770,"Mark Webber"
"305","Canadian Grand Prix",2011,"23.059",23059,"Rubens Barrichello"
"306","Canadian Grand Prix",2011,"26.561",26561,"Sébastien Buemi"
"307","Canadian Grand Prix",2011,"14.538",14538,"Paul di Resta"
"308","Canadian Grand Prix",2011,"23.741",23741,"Jenson Button"
"309","Canadian Grand Prix",2011,"23.338",23338,"Jaime Alguersuari"
"310","Canadian Grand Prix",2011,"23.700",23700,"Pastor Maldonado"
"311","Canadian Grand Prix",2011,"25.079",25079,"Timo Glock"
"312","Canadian Grand Prix",2011,"29.540",29540,"Narain Karthikeyan"
"313","Canadian Grand Prix",2011,"22.869",22869,"Michael Schumacher"
"314","Canadian Grand Prix",2011,"22.560",22560,"Felipe Massa"
"315","Canadian Grand Prix",2011,"23.364",23364,"Nick Heidfeld"
"316","Canadian Grand Prix",2011,"24.039",24039,"Pedro de la Rosa"
"317","Canadian Grand Prix",2011,"25.140",25140,"Jarno Trulli"
"318","Canadian Grand Prix",2011,"30.714",30714,"Jérôme d'Ambrosio"
"319","Canadian Grand Prix",2011,"22.526",22526,"Sebastian Vettel"
"320","Canadian Grand Prix",2011,"33.278",33278,"Vitantonio Liuzzi"
"321","Canadian Grand Prix",2011,"24.618",24618,"Kamui Kobayashi"
"322","Canadian Grand Prix",2011,"24.145",24145,"Vitaly Petrov"
"323","Canadian Grand Prix",2011,"22.702",22702,"Nico Rosberg"
"324","Canadian Grand Prix",2011,"28.346",28346,"Felipe Massa"
"325","Canadian Grand Prix",2011,"23.129",23129,"Paul di Resta"
"326","Canadian Grand Prix",2011,"31.701",31701,"Pastor Maldonado"
"327","Chinese Grand Prix",2011,"22.419",22419,"Jaime Alguersuari"
"328","Chinese Grand Prix",2011,"14.160",14160,"Vitantonio Liuzzi"
"329","Chinese Grand Prix",2011,"20.522",20522,"Michael Schumacher"
"330","Chinese Grand Prix",2011,"23.442",23442,"Mark Webber"
"331","Chinese Grand Prix",2011,"23.160",23160,"Pastor Maldonado"
"332","Chinese Grand Prix",2011,"21.989",21989,"Paul di Resta"
"333","Chinese Grand Prix",2011,"20.771",20771,"Nico Rosberg"
"334","Chinese Grand Prix",2011,"22.010",22010,"Sébastien Buemi"
"335","Chinese Grand Prix",2011,"23.779",23779,"Jenson Button"
"336","Chinese Grand Prix",2011,"21.995",21995,"Sebastian Vettel"
"337","Chinese Grand Prix",2011,"21.855",21855,"Kamui Kobayashi"
"338","Chinese Grand Prix",2011,"21.624",21624,"Felipe Massa"
"339","Chinese Grand Prix",2011,"20.878",20878,"Lewis Hamilton"
"340","Chinese Grand Prix",2011,"20.989",20989,"Adrian Sutil"
"341","Chinese Grand Prix",2011,"22.524",22524,"Fernando Alonso"
"342","Chinese Grand Prix",2011,"21.473",21473,"Sergio Pérez"
"343","Chinese Grand Prix",2011,"21.709",21709,"Rubens Barrichello"
"344","Chinese Grand Prix",2011,"24.722",24722,"Sébastien Buemi"
"345","Chinese Grand Prix",2011,"22.683",22683,"Timo Glock"
"346","Chinese Grand Prix",2011,"21.981",21981,"Vitaly Petrov"
"347","Chinese Grand Prix",2011,"22.216",22216,"Nick Heidfeld"
"348","Chinese Grand Prix",2011,"22.485",22485,"Heikki Kovalainen"
"349","Chinese Grand Prix",2011,"23.029",23029,"Jarno Trulli"
"350","Chinese Grand Prix",2011,"22.901",22901,"Jérôme d'Ambrosio"
"351","Chinese Grand Prix",2011,"24.467",24467,"Vitantonio Liuzzi"
"352","Chinese Grand Prix",2011,"26.049",26049,"Narain Karthikeyan"
"353","Chinese Grand Prix",2011,"20.758",20758,"Jenson Button"
"354","Chinese Grand Prix",2011,"22.005",22005,"Nico Rosberg"
"355","Chinese Grand Prix",2011,"20.533",20533,"Lewis Hamilton"
"356","Chinese Grand Prix",2011,"21.132",21132,"Mark Webber"
"357","Chinese Grand Prix",2011,"22.062",22062,"Pastor Maldonado"
"358","Chinese Grand Prix",2011,"21.964",21964,"Michael Schumacher"
"359","Chinese Grand Prix",2011,"21.908",21908,"Timo Glock"
"360","Chinese Grand Prix",2011,"21.058",21058,"Adrian Sutil"
"361","Chinese Grand Prix",2011,"21.936",21936,"Kamui Kobayashi"
"362","Chinese Grand Prix",2011,"21.821",21821,"Nick Heidfeld"
"363","Chinese Grand Prix",2011,"21.533",21533,"Sebastian Vettel"
"364","Chinese Grand Prix",2011,"21.251",21251,"Fernando Alonso"
"365","Chinese Grand Prix",2011,"21.218",21218,"Paul di Resta"
"366","Chinese Grand Prix",2011,"21.168",21168,"Felipe Massa"
"367","Chinese Grand Prix",2011,"21.928",21928,"Sébastien Buemi"
"368","Chinese Grand Prix",2011,"22.802",22802,"Jérôme d'Ambrosio"
"369","Chinese Grand Prix",2011,"21.481",21481,"Rubens Barrichello"
"370","Chinese Grand Prix",2011,"23.397",23397,"Sergio Pérez"
"371","Chinese Grand Prix",2011,"21.237",21237,"Jenson Button"
"372","Chinese Grand Prix",2011,"22.005",22005,"Vitaly Petrov"
"373","Chinese Grand Prix",2011,"20.567",20567,"Lewis Hamilton"
"374","Chinese Grand Prix",2011,"20.720",20720,"Nico Rosberg"
"375","Chinese Grand Prix",2011,"21.400",21400,"Michael Schumacher"
"376","Chinese Grand Prix",2011,"21.091",21091,"Mark Webber"
"377","Chinese Grand Prix",2011,"33.827",33827,"Timo Glock"
"378","Chinese Grand Prix",2011,"21.890",21890,"Heikki Kovalainen"
"379","Chinese Grand Prix",2011,"27.620",27620,"Pastor Maldonado"
"380","Chinese Grand Prix",2011,"22.260",22260,"Jarno Trulli"
"381","Chinese Grand Prix",2011,"23.499",23499,"Vitantonio Liuzzi"
"382","Chinese Grand Prix",2011,"28.708",28708,"Adrian Sutil"
