"","circuit_name","year","duration","pit_stop_milliseconds","driver_name"
"2257","Belgian Grand Prix",2013,"22.712",22712,"Esteban Gutiérrez"
"2258","Belgian Grand Prix",2013,"23.540",23540,"Valtteri Bottas"
"2259","Belgian Grand Prix",2013,"23.961",23961,"Jules Bianchi"
"2260","Belgian Grand Prix",2013,"23.477",23477,"Mark Webber"
"2261","Belgian Grand Prix",2013,"23.998",23998,"Giedo van der Garde"
"2262","Belgian Grand Prix",2013,"22.884",22884,"Sebastian Vettel"
"2263","Belgian Grand Prix",2013,"23.916",23916,"Max Chilton"
"2264","Belgian Grand Prix",2013,"22.871",22871,"Daniel Ricciardo"
"2265","Belgian Grand Prix",2013,"17.427",17427,"Max Chilton"
"2266","Belgian Grand Prix",2013,"23.317",23317,"Jenson Button"
"2267","Belgian Grand Prix",2013,"30.894",30894,"Pastor Maldonado"
"2268","Belgian Grand Prix",2013,"17.433",17433,"Esteban Gutiérrez"
"2269","Brazilian Grand Prix",2013,"23.455",23455,"Jean-Éric Vergne"
"2270","Brazilian Grand Prix",2013,"22.721",22721,"Daniel Ricciardo"
"2271","Brazilian Grand Prix",2013,"23.019",23019,"Heikki Kovalainen"
"2272","Brazilian Grand Prix",2013,"24.166",24166,"Valtteri Bottas"
"2273","Brazilian Grand Prix",2013,"23.161",23161,"Adrian Sutil"
"2274","Brazilian Grand Prix",2013,"22.342",22342,"Felipe Massa"
"2275","Brazilian Grand Prix",2013,"22.591",22591,"Sergio Pérez"
"2276","Brazilian Grand Prix",2013,"22.746",22746,"Jenson Button"
"2277","Brazilian Grand Prix",2013,"23.887",23887,"Nico Hülkenberg"
"2278","Brazilian Grand Prix",2013,"23.237",23237,"Paul di Resta"
"2279","Brazilian Grand Prix",2013,"22.755",22755,"Fernando Alonso"
"2280","Brazilian Grand Prix",2013,"22.655",22655,"Lewis Hamilton"
"2281","Brazilian Grand Prix",2013,"24.657",24657,"Jules Bianchi"
"2282","Brazilian Grand Prix",2013,"23.328",23328,"Nico Rosberg"
"2283","Brazilian Grand Prix",2013,"23.857",23857,"Esteban Gutiérrez"
"2284","Brazilian Grand Prix",2013,"25.012",25012,"Mark Webber"
"2285","Brazilian Grand Prix",2013,"23.600",23600,"Pastor Maldonado"
"2286","Brazilian Grand Prix",2013,"22.510",22510,"Sebastian Vettel"
"2287","Brazilian Grand Prix",2013,"23.732",23732,"Giedo van der Garde"
"2288","Brazilian Grand Prix",2013,"24.099",24099,"Charles Pic"
"2289","Brazilian Grand Prix",2013,"25.060",25060,"Max Chilton"
"2290","Brazilian Grand Prix",2013,"24.183",24183,"Jean-Éric Vergne"
"2291","Brazilian Grand Prix",2013,"17.367",17367,"Felipe Massa"
"2292","Brazilian Grand Prix",2013,"22.646",22646,"Heikki Kovalainen"
"2293","Brazilian Grand Prix",2013,"24.001",24001,"Adrian Sutil"
"2294","Brazilian Grand Prix",2013,"23.695",23695,"Valtteri Bottas"
"2295","Brazilian Grand Prix",2013,"23.340",23340,"Daniel Ricciardo"
"2296","Brazilian Grand Prix",2013,"23.788",23788,"Jenson Button"
"2297","Brazilian Grand Prix",2013,"22.655",22655,"Felipe Massa"
"2298","Brazilian Grand Prix",2013,"26.734",26734,"Pastor Maldonado"
"2299","Brazilian Grand Prix",2013,"22.753",22753,"Nico Rosberg"
"2300","Brazilian Grand Prix",2013,"22.397",22397,"Sergio Pérez"
"2301","Brazilian Grand Prix",2013,"23.237",23237,"Nico Hülkenberg"
"2302","Brazilian Grand Prix",2013,"32.899",32899,"Sebastian Vettel"
"2303","Brazilian Grand Prix",2013,"26.718",26718,"Mark Webber"
"2304","Brazilian Grand Prix",2013,"23.451",23451,"Jean-Éric Vergne"
"2305","Brazilian Grand Prix",2013,"22.732",22732,"Fernando Alonso"
"2306","Brazilian Grand Prix",2013,"24.423",24423,"Lewis Hamilton"
"2307","Brazilian Grand Prix",2013,"23.330",23330,"Paul di Resta"
"2308","Brazilian Grand Prix",2013,"23.138",23138,"Esteban Gutiérrez"
"2309","Brazilian Grand Prix",2013,"27.107",27107,"Giedo van der Garde"
"2310","Brazilian Grand Prix",2013,"23.403",23403,"Jules Bianchi"
"2311","Brazilian Grand Prix",2013,"23.449",23449,"Max Chilton"
"2312","Brazilian Grand Prix",2013,"17.385",17385,"Lewis Hamilton"
"2313","Brazilian Grand Prix",2013,"17.339",17339,"Giedo van der Garde"
"2314","Brazilian Grand Prix",2013,"22.981",22981,"Adrian Sutil"
"2315","Brazilian Grand Prix",2013,"23.222",23222,"Max Chilton"
"2316","British Grand Prix",2013,"29.026",29026,"Lewis Hamilton"
"2317","British Grand Prix",2013,"24.725",24725,"Romain Grosjean"
"2318","British Grand Prix",2013,"25.004",25004,"Paul di Resta"
"2319","British Grand Prix",2013,"24.572",24572,"Fernando Alonso"
"2320","British Grand Prix",2013,"31.448",31448,"Mark Webber"
"2321","British Grand Prix",2013,"25.330",25330,"Esteban Gutiérrez"
"2322","British Grand Prix",2013,"26.515",26515,"Giedo van der Garde"
"2323","British Grand Prix",2013,"35.210",35210,"Felipe Massa"
"2324","British Grand Prix",2013,"24.992",24992,"Kimi Räikkönen"
"2325","British Grand Prix",2013,"29.446",29446,"Daniel Ricciardo"
"2326","British Grand Prix",2013,"24.745",24745,"Jenson Button"
"2327","British Grand Prix",2013,"25.729",25729,"Jules Bianchi"
"2328","British Grand Prix",2013,"24.990",24990,"Nico Rosberg"
"2329","British Grand Prix",2013,"24.807",24807,"Adrian Sutil"
"2330","British Grand Prix",2013,"29.684",29684,"Nico Hülkenberg"
"2331","British Grand Prix",2013,"26.031",26031,"Max Chilton"
"2332","British Grand Prix",2013,"24.159",24159,"Sebastian Vettel"
"2333","British Grand Prix",2013,"24.596",24596,"Sergio Pérez"
"2334","British Grand Prix",2013,"29.418",29418,"Jean-Éric Vergne"
"2335","British Grand Prix",2013,"25.244",25244,"Pastor Maldonado"
"2336","British Grand Prix",2013,"30.231",30231,"Valtteri Bottas"
"2337","British Grand Prix",2013,"26.191",26191,"Charles Pic"
"2338","British Grand Prix",2013,"24.680",24680,"Felipe Massa"
"2339","British Grand Prix",2013,"26.256",26256,"Nico Hülkenberg"
"2340","British Grand Prix",2013,"26.317",26317,"Jean-Éric Vergne"
"2341","British Grand Prix",2013,"26.040",26040,"Esteban Gutiérrez"
"2342","British Grand Prix",2013,"25.814",25814,"Giedo van der Garde"
"2343","British Grand Prix",2013,"24.428",24428,"Kimi Räikkönen"
"2344","British Grand Prix",2013,"31.937",31937,"Esteban Gutiérrez"
"2345","British Grand Prix",2013,"24.789",24789,"Fernando Alonso"
"2346","British Grand Prix",2013,"24.751",24751,"Romain Grosjean"
"2347","British Grand Prix",2013,"24.781",24781,"Mark Webber"
"2348","British Grand Prix",2013,"26.229",26229,"Daniel Ricciardo"
"2349","British Grand Prix",2013,"24.357",24357,"Jenson Button"
"2350","British Grand Prix",2013,"25.701",25701,"Max Chilton"
"2351","British Grand Prix",2013,"25.158",25158,"Adrian Sutil"
"2352","British Grand Prix",2013,"25.028",25028,"Sergio Pérez"
"2353","British Grand Prix",2013,"25.099",25099,"Paul di Resta"
"2354","British Grand Prix",2013,"25.927",25927,"Jules Bianchi"
"2355","British Grand Prix",2013,"24.893",24893,"Nico Rosberg"
"2356","British Grand Prix",2013,"26.371",26371,"Charles Pic"
"2357","British Grand Prix",2013,"24.092",24092,"Sebastian Vettel"
"2358","British Grand Prix",2013,"24.635",24635,"Lewis Hamilton"
"2359","British Grand Prix",2013,"24.400",24400,"Felipe Massa"
"2360","British Grand Prix",2013,"25.275",25275,"Pastor Maldonado"
"2361","British Grand Prix",2013,"24.863",24863,"Nico Hülkenberg"
"2362","British Grand Prix",2013,"31.851",31851,"Valtteri Bottas"
"2363","British Grand Prix",2013,"25.087",25087,"Esteban Gutiérrez"
"2364","British Grand Prix",2013,"26.391",26391,"Giedo van der Garde"
"2365","British Grand Prix",2013,"25.018",25018,"Fernando Alonso"
"2366","British Grand Prix",2013,"25.436",25436,"Nico Rosberg"
"2367","British Grand Prix",2013,"24.473",24473,"Mark Webber"
"2368","British Grand Prix",2013,"25.911",25911,"Romain Grosjean"
"2369","British Grand Prix",2013,"33.401",33401,"Paul di Resta"
"2370","British Grand Prix",2013,"24.872",24872,"Felipe Massa"
"2371","Canadian Grand Prix",2013,"22.323",22323,"Giedo van der Garde"
"2372","Canadian Grand Prix",2013,"22.789",22789,"Adrian Sutil"
"2373","Canadian Grand Prix",2013,"22.184",22184,"Charles Pic"
"2374","Canadian Grand Prix",2013,"21.223",21223,"Daniel Ricciardo"
"2375","Canadian Grand Prix",2013,"21.623",21623,"Nico Hülkenberg"
"2376","Canadian Grand Prix",2013,"24.557",24557,"Pastor Maldonado"
"2377","Canadian Grand Prix",2013,"20.716",20716,"Mark Webber"
"2378","Canadian Grand Prix",2013,"21.900",21900,"Jean-Éric Vergne"
"2379","Canadian Grand Prix",2013,"20.427",20427,"Sergio Pérez"
"2380","Canadian Grand Prix",2013,"21.125",21125,"Nico Rosberg"
"2381","Canadian Grand Prix",2013,"22.242",22242,"Valtteri Bottas"
"2382","Canadian Grand Prix",2013,"20.835",20835,"Sebastian Vettel"
"2383","Canadian Grand Prix",2013,"20.512",20512,"Fernando Alonso"
"2384","Canadian Grand Prix",2013,"20.473",20473,"Felipe Massa"
"2385","Canadian Grand Prix",2013,"14.446",14446,"Pastor Maldonado"
"2386","Canadian Grand Prix",2013,"20.879",20879,"Lewis Hamilton"
"2387","Canadian Grand Prix",2013,"22.017",22017,"Esteban Gutiérrez"
"2388","Canadian Grand Prix",2013,"25.182",25182,"Kimi Räikkönen"
"2389","Canadian Grand Prix",2013,"20.212",20212,"Jenson Button"
"2390","Canadian Grand Prix",2013,"20.832",20832,"Nico Rosberg"
"2391","Canadian Grand Prix",2013,"22.039",22039,"Giedo van der Garde"
"2392","Canadian Grand Prix",2013,"22.033",22033,"Charles Pic"
"2393","Canadian Grand Prix",2013,"21.000",21000,"Adrian Sutil"
"2394","Canadian Grand Prix",2013,"21.014",21014,"Nico Hülkenberg"
"2395","Canadian Grand Prix",2013,"21.374",21374,"Max Chilton"
"2396","Canadian Grand Prix",2013,"21.315",21315,"Daniel Ricciardo"
"2397","Canadian Grand Prix",2013,"29.056",29056,"Giedo van der Garde"
"2398","Canadian Grand Prix",2013,"24.418",24418,"Valtteri Bottas"
"2399","Canadian Grand Prix",2013,"20.372",20372,"Felipe Massa"
"2400","Canadian Grand Prix",2013,"21.378",21378,"Jules Bianchi"
"2401","Canadian Grand Prix",2013,"24.510",24510,"Giedo van der Garde"
"2402","Canadian Grand Prix",2013,"20.859",20859,"Romain Grosjean"
"2403","Canadian Grand Prix",2013,"20.805",20805,"Sergio Pérez"
"2404","Canadian Grand Prix",2013,"22.709",22709,"Mark Webber"
"2405","Canadian Grand Prix",2013,"20.636",20636,"Fernando Alonso"
"2406","Canadian Grand Prix",2013,"20.656",20656,"Lewis Hamilton"
"2407","Canadian Grand Prix",2013,"20.898",20898,"Sebastian Vettel"
"2408","Canadian Grand Prix",2013,"21.637",21637,"Pastor Maldonado"
"2409","Canadian Grand Prix",2013,"21.574",21574,"Romain Grosjean"
"2410","Canadian Grand Prix",2013,"21.066",21066,"Paul di Resta"
"2411","Canadian Grand Prix",2013,"21.459",21459,"Nico Rosberg"
"2412","Canadian Grand Prix",2013,"20.739",20739,"Jean-Éric Vergne"
"2413","Canadian Grand Prix",2013,"14.489",14489,"Adrian Sutil"
"2414","Canadian Grand Prix",2013,"21.524",21524,"Esteban Gutiérrez"
"2415","Chinese Grand Prix",2013,"21.287",21287,"Mark Webber"
"2416","Chinese Grand Prix",2013,"24.946",24946,"Daniel Ricciardo"
"2417","Chinese Grand Prix",2013,"20.379",20379,"Lewis Hamilton"
"2418","Chinese Grand Prix",2013,"22.299",22299,"Nico Rosberg"
"2419","Chinese Grand Prix",2013,"21.265",21265,"Charles Pic"
"2420","Chinese Grand Prix",2013,"19.719",19719,"Fernando Alonso"
"2421","Chinese Grand Prix",2013,"20.753",20753,"Kimi Räikkönen"
"2422","Chinese Grand Prix",2013,"21.097",21097,"Jules Bianchi"
"2423","Chinese Grand Prix",2013,"20.905",20905,"Giedo van der Garde"
"2424","Chinese Grand Prix",2013,"20.753",20753,"Felipe Massa"
"2425","Chinese Grand Prix",2013,"20.083",20083,"Romain Grosjean"
"2426","Chinese Grand Prix",2013,"20.794",20794,"Pastor Maldonado"
"2427","Chinese Grand Prix",2013,"21.063",21063,"Max Chilton"
"2428","Chinese Grand Prix",2013,"22.838",22838,"Nico Hülkenberg"
"2429","Chinese Grand Prix",2013,"19.323",19323,"Sebastian Vettel"
"2430","Chinese Grand Prix",2013,"20.598",20598,"Paul di Resta"
"2431","Chinese Grand Prix",2013,"26.956",26956,"Mark Webber"
"2432","Chinese Grand Prix",2013,"20.977",20977,"Jean-Éric Vergne"
"2433","Chinese Grand Prix",2013,"21.614",21614,"Valtteri Bottas"
"2434","Chinese Grand Prix",2013,"24.834",24834,"Jules Bianchi"
"2435","Chinese Grand Prix",2013,"22.183",22183,"Charles Pic"
"2436","Chinese Grand Prix",2013,"20.027",20027,"Felipe Massa"
"2437","Chinese Grand Prix",2013,"19.894",19894,"Nico Rosberg"
"2438","Chinese Grand Prix",2013,"22.727",22727,"Nico Rosberg"
"2439","Chinese Grand Prix",2013,"20.743",20743,"Giedo van der Garde"
"2440","Chinese Grand Prix",2013,"20.584",20584,"Lewis Hamilton"
"2441","Chinese Grand Prix",2013,"20.759",20759,"Kimi Räikkönen"
"2442","Chinese Grand Prix",2013,"25.091",25091,"Max Chilton"
"2443","Chinese Grand Prix",2013,"20.521",20521,"Fernando Alonso"
"2444","Chinese Grand Prix",2013,"19.898",19898,"Jenson Button"
"2445","Chinese Grand Prix",2013,"20.286",20286,"Romain Grosjean"
"2446","Chinese Grand Prix",2013,"20.303",20303,"Daniel Ricciardo"
"2447","Chinese Grand Prix",2013,"21.517",21517,"Pastor Maldonado"
"2448","Chinese Grand Prix",2013,"19.969",19969,"Sergio Pérez"
"2449","Chinese Grand Prix",2013,"20.327",20327,"Nico Hülkenberg"
"2450","Chinese Grand Prix",2013,"20.084",20084,"Sebastian Vettel"
"2451","Chinese Grand Prix",2013,"20.253",20253,"Sergio Pérez"
"2452","Chinese Grand Prix",2013,"20.320",20320,"Paul di Resta"
"2453","Chinese Grand Prix",2013,"20.625",20625,"Jules Bianchi"
"2454","Chinese Grand Prix",2013,"21.294",21294,"Charles Pic"
"2455","Chinese Grand Prix",2013,"25.151",25151,"Max Chilton"
"2456","Chinese Grand Prix",2013,"20.464",20464,"Kimi Räikkönen"
"2457","Chinese Grand Prix",2013,"22.217",22217,"Valtteri Bottas"
"2458","Chinese Grand Prix",2013,"19.957",19957,"Nico Hülkenberg"
"2459","Chinese Grand Prix",2013,"19.449",19449,"Felipe Massa"
"2460","Chinese Grand Prix",2013,"19.600",19600,"Lewis Hamilton"
"2461","Chinese Grand Prix",2013,"20.109",20109,"Romain Grosjean"
"2462","Chinese Grand Prix",2013,"20.235",20235,"Jean-Éric Vergne"
"2463","Chinese Grand Prix",2013,"21.067",21067,"Giedo van der Garde"
"2464","Chinese Grand Prix",2013,"20.362",20362,"Daniel Ricciardo"
"2465","Chinese Grand Prix",2013,"20.982",20982,"Pastor Maldonado"
"2466","Chinese Grand Prix",2013,"21.012",21012,"Fernando Alonso"
"2467","Chinese Grand Prix",2013,"20.716",20716,"Jean-Éric Vergne"
"2468","Chinese Grand Prix",2013,"19.862",19862,"Jenson Button"
"2469","Chinese Grand Prix",2013,"20.191",20191,"Sebastian Vettel"
"2470","Chinese Grand Prix",2013,"21.490",21490,"Valtteri Bottas"
"2471","Chinese Grand Prix",2013,"19.831",19831,"Paul di Resta"
"2472","German Grand Prix",2013,"20.547",20547,"Paul di Resta"
"2473","German Grand Prix",2013,"23.147",23147,"Jean-Éric Vergne"
"2474","German Grand Prix",2013,"22.699",22699,"Charles Pic"
"2475","German Grand Prix",2013,"19.846",19846,"Daniel Ricciardo"
"2476","German Grand Prix",2013,"19.910",19910,"Adrian Sutil"
"2477","German Grand Prix",2013,"21.900",21900,"Giedo van der Garde"
"2478","German Grand Prix",2013,"20.840",20840,"Jules Bianchi"
"2479","German Grand Prix",2013,"19.487",19487,"Lewis Hamilton"
"2480","German Grand Prix",2013,"19.816",19816,"Esteban Gutiérrez"
"2481","German Grand Prix",2013,"18.979",18979,"Sebastian Vettel"
"2482","German Grand Prix",2013,"20.432",20432,"Sergio Pérez"
"2483","German Grand Prix",2013,"2:42.042",162042,"Mark Webber"
"2484","German Grand Prix",2013,"19.378",19378,"Kimi Räikkönen"
"2485","German Grand Prix",2013,"21.021",21021,"Max Chilton"
"2486","German Grand Prix",2013,"20.199",20199,"Fernando Alonso"
"2487","German Grand Prix",2013,"20.273",20273,"Romain Grosjean"
"2488","German Grand Prix",2013,"19.690",19690,"Nico Rosberg"
"2489","German Grand Prix",2013,"21.226",21226,"Nico Hülkenberg"
"2490","German Grand Prix",2013,"19.952",19952,"Daniel Ricciardo"
"2491","German Grand Prix",2013,"20.371",20371,"Jules Bianchi"
"2492","German Grand Prix",2013,"20.974",20974,"Giedo van der Garde"
"2493","German Grand Prix",2013,"19.953",19953,"Max Chilton"
"2494","German Grand Prix",2013,"20.812",20812,"Jenson Button"
"2495","German Grand Prix",2013,"20.331",20331,"Pastor Maldonado"
"2496","German Grand Prix",2013,"19.321",19321,"Lewis Hamilton"
"2497","German Grand Prix",2013,"33.796",33796,"Valtteri Bottas"
"2498","German Grand Prix",2013,"19.869",19869,"Esteban Gutiérrez"
"2499","German Grand Prix",2013,"20.039",20039,"Sebastian Vettel"
"2500","German Grand Prix",2013,"20.007",20007,"Romain Grosjean"
"2501","German Grand Prix",2013,"20.528",20528,"Kimi Räikkönen"
"2502","German Grand Prix",2013,"19.539",19539,"Fernando Alonso"
"2503","German Grand Prix",2013,"20.433",20433,"Sergio Pérez"
"2504","German Grand Prix",2013,"20.204",20204,"Adrian Sutil"
"2505","German Grand Prix",2013,"21.483",21483,"Paul di Resta"
"2506","German Grand Prix",2013,"22.207",22207,"Nico Rosberg"
"2507","German Grand Prix",2013,"19.991",19991,"Mark Webber"
"2508","German Grand Prix",2013,"21.388",21388,"Charles Pic"
"2509","German Grand Prix",2013,"20.272",20272,"Max Chilton"
"2510","German Grand Prix",2013,"22.986",22986,"Charles Pic"
"2511","German Grand Prix",2013,"20.364",20364,"Nico Hülkenberg"
"2512","German Grand Prix",2013,"21.433",21433,"Max Chilton"
"2513","German Grand Prix",2013,"19.921",19921,"Mark Webber"
"2514","German Grand Prix",2013,"20.545",20545,"Giedo van der Garde"
"2515","German Grand Prix",2013,"19.591",19591,"Romain Grosjean"
"2516","German Grand Prix",2013,"20.196",20196,"Daniel Ricciardo"
"2517","German Grand Prix",2013,"19.118",19118,"Sebastian Vettel"
"2518","German Grand Prix",2013,"21.160",21160,"Esteban Gutiérrez"
"2519","German Grand Prix",2013,"21.799",21799,"Adrian Sutil"
"2520","German Grand Prix",2013,"19.316",19316,"Lewis Hamilton"
"2521","German Grand Prix",2013,"19.692",19692,"Jenson Button"
"2522","German Grand Prix",2013,"19.684",19684,"Nico Rosberg"
"2523","German Grand Prix",2013,"19.390",19390,"Kimi Räikkönen"
"2524","German Grand Prix",2013,"19.476",19476,"Fernando Alonso"
"2525","German Grand Prix",2013,"20.557",20557,"Nico Hülkenberg"
"2526","German Grand Prix",2013,"36.196",36196,"Pastor Maldonado"
"2527","German Grand Prix",2013,"45.695",45695,"Valtteri Bottas"
"2528","Hungarian Grand Prix",2013,"22.745",22745,"Jean-Éric Vergne"
"2529","Hungarian Grand Prix",2013,"23.200",23200,"Giedo van der Garde"
"2530","Hungarian Grand Prix",2013,"21.840",21840,"Lewis Hamilton"
"2531","Hungarian Grand Prix",2013,"22.103",22103,"Pastor Maldonado"
"2532","Hungarian Grand Prix",2013,"22.754",22754,"Paul di Resta"
"2533","Hungarian Grand Prix",2013,"24.033",24033,"Daniel Ricciardo"
"2534","Hungarian Grand Prix",2013,"22.015",22015,"Nico Rosberg"
"2535","Hungarian Grand Prix",2013,"22.023",22023,"Valtteri Bottas"
"2536","Hungarian Grand Prix",2013,"21.343",21343,"Sebastian Vettel"
"2537","Hungarian Grand Prix",2013,"23.012",23012,"Felipe Massa"
"2538","Hungarian Grand Prix",2013,"22.303",22303,"Nico Hülkenberg"
"2539","Hungarian Grand Prix",2013,"21.599",21599,"Fernando Alonso"
"2540","Hungarian Grand Prix",2013,"22.054",22054,"Romain Grosjean"
"2541","Hungarian Grand Prix",2013,"22.161",22161,"Kimi Räikkönen"
"2542","Hungarian Grand Prix",2013,"22.465",22465,"Charles Pic"
"2543","Hungarian Grand Prix",2013,"22.159",22159,"Jules Bianchi"
"2544","Hungarian Grand Prix",2013,"22.323",22323,"Max Chilton"
"2545","Hungarian Grand Prix",2013,"21.762",21762,"Mark Webber"
"2546","Hungarian Grand Prix",2013,"22.323",22323,"Sergio Pérez"
"2547","Hungarian Grand Prix",2013,"22.425",22425,"Esteban Gutiérrez"
"2548","Hungarian Grand Prix",2013,"22.107",22107,"Jenson Button"
"2549","Hungarian Grand Prix",2013,"22.267",22267,"Romain Grosjean"
"2550","Hungarian Grand Prix",2013,"22.723",22723,"Paul di Resta"
"2551","Hungarian Grand Prix",2013,"22.831",22831,"Giedo van der Garde"
"2552","Hungarian Grand Prix",2013,"21.880",21880,"Pastor Maldonado"
"2553","Hungarian Grand Prix",2013,"22.628",22628,"Nico Rosberg"
"2554","Hungarian Grand Prix",2013,"22.282",22282,"Jean-Éric Vergne"
"2555","Hungarian Grand Prix",2013,"21.454",21454,"Lewis Hamilton"
"2556","Hungarian Grand Prix",2013,"21.753",21753,"Felipe Massa"
"2557","Hungarian Grand Prix",2013,"22.612",22612,"Valtteri Bottas"
"2558","Hungarian Grand Prix",2013,"21.863",21863,"Sebastian Vettel"
"2559","Hungarian Grand Prix",2013,"22.249",22249,"Fernando Alonso"
"2560","Hungarian Grand Prix",2013,"22.221",22221,"Jules Bianchi"
"2561","Hungarian Grand Prix",2013,"22.606",22606,"Nico Hülkenberg"
"2562","Hungarian Grand Prix",2013,"22.301",22301,"Max Chilton"
"2563","Hungarian Grand Prix",2013,"16.453",16453,"Romain Grosjean"
"2564","Hungarian Grand Prix",2013,"22.496",22496,"Jenson Button"
"2565","Hungarian Grand Prix",2013,"22.722",22722,"Sergio Pérez"
"2566","Hungarian Grand Prix",2013,"21.996",21996,"Daniel Ricciardo"
"2567","Hungarian Grand Prix",2013,"22.450",22450,"Charles Pic"
"2568","Hungarian Grand Prix",2013,"16.512",16512,"Nico Hülkenberg"
"2569","Hungarian Grand Prix",2013,"21.643",21643,"Kimi Räikkönen"
"2570","Hungarian Grand Prix",2013,"22.349",22349,"Mark Webber"
"2571","Hungarian Grand Prix",2013,"22.384",22384,"Giedo van der Garde"
"2572","Hungarian Grand Prix",2013,"22.451",22451,"Romain Grosjean"
"2573","Hungarian Grand Prix",2013,"23.030",23030,"Jules Bianchi"
"2574","Hungarian Grand Prix",2013,"21.753",21753,"Fernando Alonso"
"2575","Hungarian Grand Prix",2013,"21.612",21612,"Felipe Massa"
"2576","Hungarian Grand Prix",2013,"21.854",21854,"Nico Rosberg"
"2577","Hungarian Grand Prix",2013,"23.027",23027,"Paul di Resta"
"2578","Hungarian Grand Prix",2013,"22.136",22136,"Lewis Hamilton"
"2579","Hungarian Grand Prix",2013,"23.756",23756,"Jean-Éric Vergne"
"2580","Hungarian Grand Prix",2013,"24.796",24796,"Pastor Maldonado"
"2581","Hungarian Grand Prix",2013,"23.257",23257,"Max Chilton"
"2582","Hungarian Grand Prix",2013,"21.666",21666,"Sebastian Vettel"
"2583","Hungarian Grand Prix",2013,"22.022",22022,"Mark Webber"
"2584","Indian Grand Prix",2013,"23.662",23662,"Paul di Resta"
"2585","Indian Grand Prix",2013,"24.232",24232,"Jean-Éric Vergne"
"2586","Indian Grand Prix",2013,"29.082",29082,"Charles Pic"
"2587","Indian Grand Prix",2013,"24.000",24000,"Sebastian Vettel"
"2588","Indian Grand Prix",2013,"29.800",29800,"Fernando Alonso"
"2589","Indian Grand Prix",2013,"24.096",24096,"Nico Hülkenberg"
"2590","Indian Grand Prix",2013,"33.937",33937,"Jules Bianchi"
"2591","Indian Grand Prix",2013,"23.517",23517,"Jenson Button"
"2592","Indian Grand Prix",2013,"23.685",23685,"Nico Rosberg"
"2593","Indian Grand Prix",2013,"26.989",26989,"Kimi Räikkönen"
"2594","Indian Grand Prix",2013,"23.579",23579,"Felipe Massa"
"2595","Indian Grand Prix",2013,"23.546",23546,"Lewis Hamilton"
"2596","Indian Grand Prix",2013,"25.530",25530,"Pastor Maldonado"
"2597","Indian Grand Prix",2013,"23.774",23774,"Jenson Button"
"2598","Indian Grand Prix",2013,"23.648",23648,"Romain Grosjean"
"2599","Indian Grand Prix",2013,"18.423",18423,"Esteban Gutiérrez"
"2600","Indian Grand Prix",2013,"26.970",26970,"Charles Pic"
"2601","Indian Grand Prix",2013,"25.660",25660,"Esteban Gutiérrez"
"2602","Indian Grand Prix",2013,"24.128",24128,"Jean-Éric Vergne"
"2603","Indian Grand Prix",2013,"23.895",23895,"Nico Rosberg"
"2604","Indian Grand Prix",2013,"23.487",23487,"Mark Webber"
"2605","Indian Grand Prix",2013,"23.541",23541,"Sergio Pérez"
"2606","Indian Grand Prix",2013,"24.757",24757,"Max Chilton"
"2607","Indian Grand Prix",2013,"23.332",23332,"Felipe Massa"
"2608","Indian Grand Prix",2013,"23.574",23574,"Lewis Hamilton"
"2609","Indian Grand Prix",2013,"24.024",24024,"Paul di Resta"
"2610","Indian Grand Prix",2013,"23.595",23595,"Fernando Alonso"
"2611","Indian Grand Prix",2013,"23.568",23568,"Sebastian Vettel"
"2612","Indian Grand Prix",2013,"27.619",27619,"Valtteri Bottas"
"2613","Indian Grand Prix",2013,"23.459",23459,"Mark Webber"
"2614","Indian Grand Prix",2013,"24.754",24754,"Jenson Button"
"2615","Indian Grand Prix",2013,"25.608",25608,"Daniel Ricciardo"
"2616","Indian Grand Prix",2013,"24.910",24910,"Sergio Pérez"
"2617","Indian Grand Prix",2013,"24.834",24834,"Nico Hülkenberg"
"2618","Indian Grand Prix",2013,"25.383",25383,"Jules Bianchi"
"2619","Indian Grand Prix",2013,"24.066",24066,"Fernando Alonso"
"2620","Indian Grand Prix",2013,"24.471",24471,"Daniel Ricciardo"
"2621","Indian Grand Prix",2013,"26.312",26312,"Pastor Maldonado"
"2622","Indian Grand Prix",2013,"23.891",23891,"Adrian Sutil"
"2623","Indian Grand Prix",2013,"24.415",24415,"Esteban Gutiérrez"
"2624","Indian Grand Prix",2013,"25.909",25909,"Valtteri Bottas"
"2625","Indian Grand Prix",2013,"29.057",29057,"Nico Hülkenberg"
"2626","Indian Grand Prix",2013,"24.445",24445,"Max Chilton"
"2627","Indian Grand Prix",2013,"24.141",24141,"Kimi Räikkönen"
"2628","Italian Grand Prix",2013,"30.975",30975,"Kimi Räikkönen"
"2629","Italian Grand Prix",2013,"24.460",24460,"Lewis Hamilton"
"2630","Italian Grand Prix",2013,"25.569",25569,"Charles Pic"
"2631","Italian Grand Prix",2013,"26.302",26302,"Giedo van der Garde"
"2632","Italian Grand Prix",2013,"27.040",27040,"Romain Grosjean"
"2633","Italian Grand Prix",2013,"24.450",24450,"Jenson Button"
"2634","Italian Grand Prix",2013,"24.319",24319,"Daniel Ricciardo"
"2635","Italian Grand Prix",2013,"25.933",25933,"Sergio Pérez"
"2636","Italian Grand Prix",2013,"25.541",25541,"Jules Bianchi"
"2637","Italian Grand Prix",2013,"24.305",24305,"Sebastian Vettel"
